"id","fdcId","nameRu","nameEn","wfpbStatus","createdAt","calories","protein","fat","carbohydrates","water","fiber","sugarTotal","sucrose","glucose","fructose","lactose","maltose","saturatedFat","monounsaturatedFat","polyunsaturatedFat","transFat","cholesterol","omega3","omega6","calcium","iron","magnesium","phosphorus","potassium","sodium","zinc","copper","manganese","selenium","vitaminC","thiamin","riboflavin","niacin","pantothenicAcid","vitaminB6","biotin","folate","vitaminB12","vitaminA","vitaminD","vitaminE","vitaminK","lysine","methionine","alanine","arginine","asparticAcid","betaCarotene","cystine","glutamicAcid","glycine","histidine","iodine","isoleucine","leucine","omega9","phenylalanine","proline","retinol","serine","threonine","tryptophan","tyrosine","valine","vitaminD2","vitaminD3"
"cms1qhoxa000iunmgjibo2r0l","171287","меланж","Egg, melange, raw","forbidden","2026-07-26 11:47:57.166","143.0","12.6","9.51","0.72","76.2","0.0","0.37","0.0","0.37","0.0","0.0","0.0","3.13","3.66","1.91","0.038","372.0","0.253","1.608","56.0","1.75","12.0","198.0","138.0","142.0","1.29","0.072","0.028","30.7","0.0","0.04","0.457","0.075","1.53","0.17","0.0","47.0","0.89","160.0","2.0","1.05","0.3","0.912","0.38","0.735","0.82","1.33","0.0","0.272","1.67","0.432","0.309","20.0","0.671","1.09","0.004","0.68","0.512","160.0","0.971","0.556","0.167","0.499","0.858","0.0","2.0"
"cms1qhozm000junmgwiq4yh5t","172184","яичный желток","egg yolk raw","forbidden","2026-07-26 11:47:57.25","322.0","15.86","26.54","3.59","52.31","0.0","0.56","0.07","0.18","0.07","0.07","0.07","9.551","11.738","4.204","0.0","1085.0","0.6880000000000001","7.617","129.0","2.73","5.0","390.0","109.0","48.0","2.3","0.077","0.055","56.0","0.0","0.176","0.528","0.024","2.99","0.35","0.0","146.0","1.95","381.0","5.4","2.58","0.7","1.217","0.378","0.836","1.099","1.55","88.0","0.264","1.97","0.488","0.416","56.0","0.866","1.399","0.0","0.681","0.646","371.0","1.326","0.687","0.177","0.678","0.949","0.0","5.4"
"cms1qhozr000kunmg3fr3ymtp","172183","яичный белок","egg white raw","forbidden","2026-07-26 11:47:57.255","52.0","10.9","0.17","0.73","87.57","0.0","0.71","0.07","0.34","0.07","0.07","0.07","0.0","0.0","0.0","0.0","0.0","0.0","0.0","7.0","0.08","11.0","15.0","163.0","166.0","0.03","0.023","0.011","20.0","0.0","0.004","0.439","0.105","0.19","0.005","0.0","4.0","0.09","0.0","0.0","0.0","0.0","0.806","0.399","0.704","0.648","1.22","0.0","0.287","1.55","0.413","0.29","20.0","0.661","1.016","0.0","0.686","0.435","0.0","0.798","0.449","0.125","0.457","0.809","0.0","0.0"
"cms1qhr0g000lunmgi14dx60i","1750349","масло подсолнечное","sunflower oil","forbidden","2026-07-26 11:47:59.872","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","8.991","63.37","20.71","0.1163","0.0","0.169925","0.002375","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","68.48","6.925","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00425","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"cms1qhr0u000munmg4atdw64k","173429","яичный порошок","egg powder","forbidden","2026-07-26 11:47:59.886","444.0","55.5","13.0","21.8","3.86","0.0","21.8","0.0","0.0","0.0","0.0","0.0","3.766","5.341","1.683","0.0","572.0","0.109","3.021","326.0","3.16","65.0","478.0","744.0","800.0","1.82","0.207","0.08","127.7","0.8","0.226","1.76","0.577","3.384","0.143","0.0","125.0","3.52","369.0","0.0","1.26","0.4","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","127.7","0.0","0.0","0.0","0.0","0.0","369.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"cms1qhr0w000nunmg48p6i7e4","172370","масло растительное","vegetable oil","forbidden","2026-07-26 11:47:59.889","884.0","0.0","100.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","15.251","22.727","57.333","0.678","0.0","6.537","107.632","0.0","0.02","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","8.18","183.9","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"cms1qht0u000ounmgnny94mum","748278","масло рапсовое","canola oil","forbidden","2026-07-26 11:48:02.478","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","6.61","62.6","25.3","0.0","0.0","7.45","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","17.3","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.66","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"cms1qht15000punmg6shkl034","748323","масло кукурузное","corn oil","forbidden","2026-07-26 11:48:02.49","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","13.4","27.7","52.9","0.0","0.0","1.04","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","22.6","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.58","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"cms1qhtcf000qunmgc8qvin2b","167737","масло оливковое","olive oil","forbidden","2026-07-26 11:48:02.895","884.0","0.0","100.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","14.367","48.033","33.033","0.0","0.0","0.0","65.69900000000001","0.0","0.13","0.0","0.0","0.0","0.0","0.02","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","14.78","21.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"cms1qhvd9000runmgtqaxfexp","748366","масло соевое","soybean oil","forbidden","2026-07-26 11:48:05.518","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","14.9","22.1","57.6","0.0","0.0","6.62","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","12.2","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","3.71","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"cms1qhvdg000sunmgn6y8pd8q","171016","масло кунжутное","sesame oil","forbidden","2026-07-26 11:48:05.524","884.0","0.0","100.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","14.2","39.7","41.7","0.0","0.0","0.0","82.89999999999999","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.4","13.6","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"cms1qhvdp000tunmguuuxjijw","171442","масло льняное","flaxseed oil","forbidden","2026-07-26 11:48:05.533","878.0","0.37","99.01","0.39","0.16","0.0","0.0","0.0","0.0","0.0","0.0","0.0","9.047","20.634","64.876","0.184","0.0","48.93","80.494","9.0","0.34","15.0","27.0","31.0","6.0","0.31","0.067","0.141","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.71","3.3","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"cms1qhxde000uunmg8m6brrv7","171028","масло виноградной косточки","grapeseed oil","forbidden","2026-07-26 11:48:08.114","884.0","0.0","100.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","9.6","16.1","69.9","0.0","0.0","0.0","139.29999999999998","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","28.8","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"cms1qhxet000vunmgcks8ukiy","2515380","масло тыквенное","pumpkin seed oil","forbidden","2026-07-26 11:48:08.165","554.602","29.9079","40.03","18.6751","6.621","5.079","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","37.38","8.363","499.7","1150.0","691.2","0.0","6.341","1.225","4.121","20.52","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","20.52","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"cms1qhxl1000wunmgauhxdmcf","172337","масло горчичное","mustard oil","forbidden","2026-07-26 11:48:08.389","884.0","0.0","100.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","11.582","59.187","21.23","0.0","0.0","0.0","36.563","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.119","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"cms1qhzlx000xunmghwz7z823","171030","масло грецкого ореха","walnut oil","forbidden","2026-07-26 11:48:11.013","884.0","0.0","100.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","9.1","22.8","63.3","0.0","0.0","0.0","116.19999999999999","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.4","15.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"cms1qhzm8000yunmg94vqbqao","171015","масло пальмовое","palm oil","forbidden","2026-07-26 11:48:11.025","884.0","0.0","100.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","49.3","37.0","9.3","0.0","0.0","0.0","18.4","0.0","0.01","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","15.94","8.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"cms1qhzme000zunmgl12ayd9z","171412","масло кокосовое","coconut oil","forbidden","2026-07-26 11:48:11.03","892.0","0.0","99.06","0.0","0.03","0.0","0.0","0.0","0.0","0.0","0.0","0.0","82.475","6.332","1.702","0.028","0.0","0.019","3.385","1.0","0.05","0.0","0.0","0.0","0.0","0.02","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.11","0.6","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.009","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"cms1qi1n00010unmgbb5ch1b1","171421","масло какао","cocoa butter","forbidden","2026-07-26 11:48:13.644","884.0","0.0","100.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","59.7","32.9","3.0","0.0","0.0","0.0","5.699999999999999","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.8","24.7","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"cms1qi1n10011unmg2pz8wnch","172339","маргарин","margarine","forbidden","2026-07-26 11:48:13.645","727.0","0.31","80.32","0.77","17.07","0.0","0.0","0.0","0.0","0.0","0.0","0.0","14.198","30.292","24.17","14.95","12.0","2.638","45.704","10.0","0.04","1.0","10.0","22.0","719.0","0.03","0.01","0.006","0.2","0.1","0.009","0.023","0.022","0.041","0.009","0.0","2.0","0.0","819.0","0.0","3.88","86.5","0.0","0.0","0.0","0.0","0.0","610.0","0.0","0.0","0.0","0.0","0.2","0.0","0.0","0.0","0.0","0.0","768.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"cms1qi1n50012unmgdvqgr954","171035","спред","margarine spread","forbidden","2026-07-26 11:48:13.649","357.0","0.0","38.71","5.71","53.73","0.0","0.0","0.0","0.0","0.0","0.0","0.0","4.77","18.932","11.948","2.214","0.0","1.976","21.634999999999998","4.0","0.0","1.0","4.0","4.0","670.0","0.0","0.0","0.0","0.0","0.0","0.012","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1370.0","0.0","37.22","56.5","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1370.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"cms1qi3ll0013unmgclpdn6ug","170674","сахар белый","sugar white","forbidden","2026-07-26 11:48:16.185","399.0","0.0","0.0","99.8","0.03","0.0","99.19","99.19","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","12.0","0.37","2.0","1.0","29.0","3.0","0.03","0.009","0.046","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"cms1qi3nj0014unmgex3ib6v0","173597","кулинарный жир","shortening","forbidden","2026-07-26 11:48:16.255","884.0","0.0","100.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","18.358","38.87","38.009","12.574","0.0","2.485","72.143","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","8.1","24.7","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"cms1qi5of0015unmg7842uyh7","168833","сахар коричневый","sugar brown","forbidden","2026-07-26 11:48:18.879","380.0","0.12","0.0","98.09","1.34","0.0","97.02","94.56","1.35","1.11","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","83.0","0.71","9.0","4.0","133.0","28.0","0.03","0.047","0.064","1.2","0.0","0.0","0.0","0.11","0.132","0.041","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.2","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"cms1qi5op0016unmg4uuznc5z","169656","сахарная пудра","powdered sugar","forbidden","2026-07-26 11:48:18.89","389.0","0.0","0.0","99.77","0.23","0.0","97.81","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.06","0.0","0.0","2.0","2.0","0.01","0.007","0.004","0.6","0.0","0.0","0.019","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.6","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"cms1qi6fk0017unmg0nobrfbf","2768227","сахар тростниковый","sugar cane","forbidden","2026-07-26 11:48:19.857","269.0","0.0","0.0","73.14","26.0","0.0","73.2","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","13.0","3.6","10.0","8.0","63.0","58.0","0.19","0.02","0.0","0.7","0.0","0.13","0.06","0.1","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.7","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"cms1qi8e10019unmgjqx0dkxn","168836","сироп кукурузный","corn syrup","forbidden","2026-07-26 11:48:22.393","286.0","0.0","0.0","77.59","22.01","0.0","77.59","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","18.0","0.37","8.0","11.0","44.0","155.0","0.04","0.053","0.1","2.9","0.0","0.011","0.009","0.02","0.023","0.009","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2.9","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"cms1qib60001bunmg566mr8sn","168142","фруктоза","fructose","forbidden","2026-07-26 11:48:25.992","279.0","0.0","0.0","76.1","23.9","0.1","76.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.11","0.0","0.0","0.0","2.0","0.09","0.037","0.0","0.5","0.0","0.0","0.02","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.5","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"cms1qid1l001cunmg6n5o4a9s","169765","сахарозаменитель","sweetener artificial","forbidden","2026-07-26 11:48:28.426","20.0","0.33","0.1","4.83","92.3","2.6","0.0","0.0","0.0","0.0","0.0","0.0","0.037","0.02","0.034","0.029","0.0","0.005","0.063","74.0","0.28","4.0","2.0","36.0","906.0","0.04","0.018","0.468","0.4","0.0","0.02","0.015","0.022","0.148","0.037","0.0","1.0","0.0","0.0","0.0","0.18","2.2","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.4","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"cms1qid6j001dunmgo4inec9n","169657","аспартам","aspartame","forbidden","2026-07-26 11:48:28.603","365.0","2.17","0.0","89.08","8.75","0.0","80.7","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.04","0.0","0.0","4.0","0.0","0.01","0.0","0.0","0.5","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.983","0.0","0.0","0.0","0.0","0.0","0.5","0.0","0.0","0.0","1.186","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"cms1qif74001eunmgtbym7kku","168210","сукралоза","sucralose","forbidden","2026-07-26 11:48:31.216","48.0","0.3","0.07","13.3","86.23","1.2","10.15","0.0","0.0","0.0","0.0","0.0","0.023","0.02","0.017","0.0","0.0","0.0","0.02","8.0","0.54","2.0","3.0","33.0","6.0","0.02","0.025","0.058","0.1","21.3","0.005","0.005","0.17","0.0","0.009","0.0","4.0","0.0","2.0","0.0","0.06","1.0","0.0","0.0","0.0","0.0","0.0","29.0","0.0","0.0","0.0","0.0","0.1","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"cms1qif7v001funmg39p6hqc0","170679","стевия (экстракт)","stevia extract","forbidden","2026-07-26 11:48:31.244","0.0","0.0","0.0","100.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"cms1qih7q001gunmgy6mvjk6q","168896","мука пшеничная высший сорт","white wheat flour","forbidden","2026-07-26 11:48:33.83","361.0","11.98","1.66","72.53","13.36","2.4","0.31","0.0","0.0","0.0","0.0","0.0","0.244","0.14","0.727","0.0","0.0","0.0","1.4130000000000003","15.0","4.41","25.0","97.0","100.0","2.0","0.85","0.182","0.792","39.7","0.0","0.812","0.512","7.554","0.438","0.037","0.0","183.0","0.0","0.0","0.0","0.4","0.3","0.231","0.21","0.366","0.416","0.484","1.0","0.269","4.198","0.41","0.254","39.7","0.444","0.828","0.0","0.591","1.409","0.0","0.58","0.32","0.139","0.328","0.502","0.0","0.0"
"cms1qih7u001hunmg2cci9seh","2768228","мука блинная","pancake flour","forbidden","2026-07-26 11:48:33.834","268.0","6.08","14.76","27.81","47.77","3.3","1.79","0.39","0.76","0.56","0.03","0.03","2.496","3.73","7.516","0.0","95.0","0.05","14.120000000000001","32.0","1.67","36.0","128.0","622.0","764.0","0.7","0.18","0.26","8.9","27.6","0.158","0.173","1.672","0.757","0.448","0.0","41.0","0.29","32.0","0.3","0.23","2.7","0.389","0.137","0.267","0.342","1.011","4.0","0.105","1.007","0.198","0.141","8.9","0.28","0.442","0.0","0.3","0.261","31.0","0.362","0.24","0.087","0.23","0.369","0.0","0.3"
"cms1qih82001iunmg8ne3l1h2","167532","хлеб белый","white bread","forbidden","2026-07-26 11:48:33.842","238.0","10.66","2.15","43.91","39.6","9.2","5.0","0.0","1.5","2.7","0.0","0.8","0.63","0.393","0.973","0.031","0.0","0.09100000000000001","1.843","684.0","4.89","26.0","103.0","127.0","478.0","0.95","0.149","0.634","16.1","0.0","0.51","0.255","4.455","0.455","0.08","0.0","127.0","0.0","0.0","0.0","0.38","7.7","0.0","0.0","0.0","0.0","0.0","2.0","0.0","0.0","0.0","0.0","16.1","0.0","0.0","0.002","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"cms1qij9d001junmgjol5zbc7","169736","макароны из мягких сортов пшеницы","pasta white","forbidden","2026-07-26 11:48:36.481","371.0","13.04","1.51","74.67","9.9","3.2","2.67","0.48","0.12","0.11","0.0","1.96","0.277","0.171","0.564","0.0","0.0","0.024","1.104","21.0","3.3","53.0","189.0","223.0","6.0","1.41","0.289","0.917","63.2","0.0","0.891","0.4","7.177","0.431","0.142","0.0","237.0","0.0","0.0","0.0","0.11","0.1","0.298","0.147","0.438","0.474","0.624","0.0","0.255","4.596","0.441","0.298","63.2","0.511","0.988","0.0","0.668","1.569","0.0","0.617","0.462","0.185","0.243","0.588","0.0","0.0"
"cms1qil84001kunmgjk55bzdt","169756","рис шлифованный","white rice polished","forbidden","2026-07-26 11:48:39.028","365.0","7.13","0.66","80.0","11.6","1.3","0.12","0.0","0.0","0.0","0.0","0.0","0.18","0.206","0.177","0.0","0.0","0.0","0.177","28.0","0.8","25.0","115.0","115.0","5.0","1.09","0.22","1.09","15.1","0.0","0.07","0.049","1.6","1.01","0.164","0.0","8.0","0.0","0.0","0.0","0.11","0.1","0.258","0.168","0.413","0.594","0.67","0.0","0.146","1.39","0.325","0.168","17.7","0.308","0.589","0.0","0.381","0.335","0.0","0.375","0.255","0.083","0.238","0.435","0.0","0.0"
"cms1qil8q001lunmggmyy7gr9","790214","рис белый","white rice","forbidden","2026-07-26 11:48:39.05","359.0","6.94","1.3","79.8","11.6","0.5","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","6.0","0.22","22.9","94.0","75.0","5.0","1.19","0.209","0.892","5.3","0.0","0.09","0.0","1.25","0.0","0.052","0.0","16.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","5.3","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"cms1qine2001munmgq7x6iftu","173180","протеин сывороточный","whey protein","forbidden","2026-07-26 11:48:41.835","352.0","78.13","1.56","6.25","3.44","3.1","0.0","0.0","0.0","0.0","0.0","0.0","0.781","0.158","0.299","0.0","16.0","0.0","0.562","469.0","1.13","195.0","1321.0","500.0","156.0","6.18","0.049","0.0","26.7","0.0","0.609","2.017","1.136","5.516","0.607","0.0","33.0","2.45","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","26.7","0.0","0.0","0.036","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"cms1qinef001nunmgut54q2zv","169717","крахмал тапиоковый","tapioca starch","forbidden","2026-07-26 11:48:41.847","358.0","0.19","0.02","88.7","11.0","0.9","3.35","0.0","0.48","0.35","0.0","8.7","0.005","0.005","0.003","0.0","0.0","0.0","0.003","20.0","1.58","1.0","7.0","11.0","1.0","0.12","0.02","0.11","0.8","0.0","0.004","0.0","0.0","0.135","0.008","0.0","4.0","0.0","0.0","0.0","0.0","0.0","0.006","0.002","0.005","0.019","0.011","0.0","0.004","0.029","0.004","0.003","0.0","0.004","0.006","0.0","0.004","0.005","0.0","0.005","0.004","0.003","0.002","0.005","0.0","0.0"
"cms1qipdd001ounmgjrg61gtq","171354","сок апельсиновый восстановленный","orange juice","forbidden","2026-07-26 11:48:44.401","45.0","0.6","0.3","10.2","88.5","0.1","8.26","0.0","0.0","0.0","0.0","0.0","0.035","0.05","0.06","0.0","0.0","0.0","0.105","12.0","0.17","9.0","11.0","184.0","0.0","0.06","0.046","0.0","0.1","62.5","0.045","0.028","0.239","0.137","0.054","0.0","26.0","0.0","3.0","0.0","0.04","0.1","0.0","0.0","0.0","0.0","0.0","9.0","0.0","0.0","0.0","0.0","0.1","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"cms1qipez001punmgr69nhlcd","170959","сок яблочный осветленный","apple juice","forbidden","2026-07-26 11:48:44.46","47.0","0.0","0.1","11.7","88.0","0.1","10.7","0.0","0.0","0.0","0.0","0.0","0.018","0.002","0.031","0.0","0.0","0.0","0.057999999999999996","4.0","0.57","3.0","5.0","91.0","8.0","0.03","0.04","0.0","0.1","57.9","0.007","0.016","0.083","0.116","0.029","0.0","0.0","0.0","1.0","0.0","0.6","0.0","0.0","0.0","0.0","0.0","0.0","8.0","0.0","0.0","0.0","0.0","0.1","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
